order_week,product_category_name_english,units,revenue,avg_price,rev_count,rev_score_avg,weekofyear,year,sin_woy,cos_woy,is_holiday_week,units_lag1,units_lag2,units_lag4,units_lag8,units_lag12,units_lag52,revenue_lag1,revenue_lag2,revenue_lag4,revenue_lag8,revenue_lag12,revenue_lag52,avg_price_lag1,avg_price_lag2,avg_price_lag4,avg_price_lag8,avg_price_lag12,avg_price_lag52,rev_count_lag1,rev_count_lag2,rev_count_lag4,rev_count_lag8,rev_count_lag12,rev_count_lag52,rev_score_avg_lag1,rev_score_avg_lag2,rev_score_avg_lag4,rev_score_avg_lag8,rev_score_avg_lag12,rev_score_avg_lag52,units_roll4,revenue_roll4,max_warmup
2017-01-23,agro_industry_and_commerce,2,43.98,21.99,0,,4,2017,0.4647231720437685,0.8854560256532099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,43.98,52
2017-01-30,agro_industry_and_commerce,2,43.98,21.99,0,,5,2017,0.5680647467311558,0.8229838658936564,0,2.0,,,,,,43.98,,,,,,21.99,,,,,,0.0,,,,,,,,,,,,2.0,43.98,52
2017-02-06,agro_industry_and_commerce,2,114.89,57.445,0,,6,2017,0.6631226582407952,0.7485107481711011,0,2.0,2.0,,,,,43.98,43.98,,,,,21.99,21.99,,,,,0.0,0.0,,,,,,,,,,,2.0,67.61666666666666,52
2017-02-13,agro_industry_and_commerce,3,65.97,21.99,0,,7,2017,0.7485107481711011,0.6631226582407953,0,2.0,2.0,,,,,114.89,43.98,,,,,57.445,21.99,,,,,0.0,0.0,,,,,,,,,,,2.25,67.205,52
2017-02-20,agro_industry_and_commerce,1,21.99,21.99,0,,8,2017,0.8229838658936564,0.5680647467311559,0,3.0,2.0,2.0,,,,65.97,114.89,43.98,,,,21.99,57.445,21.99,,,,0.0,0.0,0.0,,,,,,,,,,2.0,61.7075,52
2017-03-13,agro_industry_and_commerce,1,59.99,59.99,0,,11,2017,0.970941817426052,0.23931566428755804,0,1.0,3.0,2.0,,,,21.99,65.97,43.98,,,,21.99,21.99,21.99,,,,0.0,0.0,0.0,,,,,,,,,,1.75,65.71000000000001,52
2017-03-20,agro_industry_and_commerce,1,22.0,22.0,0,,12,2017,0.992708874098054,0.120536680255323,0,1.0,1.0,2.0,,,,59.99,21.99,114.89,,,,59.99,21.99,57.445,,,,0.0,0.0,0.0,,,,,,,,,,1.5,42.4875,52
2017-05-01,agro_industry_and_commerce,1,59.99,59.99,0,,18,2017,0.8229838658936565,-0.5680647467311557,1,1.0,1.0,3.0,,,,22.0,59.99,65.97,,,,22.0,59.99,21.99,,,,0.0,0.0,0.0,,,,,,,,,,1.0,40.9925,52
2017-05-08,agro_industry_and_commerce,1,589.99,589.99,0,,19,2017,0.7485107481711013,-0.663122658240795,0,1.0,1.0,1.0,2.0,,,59.99,22.0,21.99,43.98,,,59.99,22.0,21.99,21.99,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,182.9925,52
2017-05-15,agro_industry_and_commerce,1,869.97,869.97,0,,20,2017,0.6631226582407952,-0.7485107481711012,0,1.0,1.0,1.0,2.0,,,589.99,59.99,59.99,43.98,,,589.99,59.99,59.99,21.99,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,385.4875,52
2017-05-22,agro_industry_and_commerce,1,59.99,59.99,0,,21,2017,0.5680647467311558,-0.8229838658936564,0,1.0,1.0,1.0,2.0,,,869.97,589.99,22.0,114.89,,,869.97,589.99,22.0,57.445,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,394.985,52
2017-06-26,agro_industry_and_commerce,1,1390.0,1390.0,0,,26,2017,-3.216245299353273e-16,-1.0,0,1.0,1.0,1.0,3.0,,,59.99,869.97,59.99,65.97,,,59.99,869.97,59.99,21.99,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,727.4875,52
2017-07-10,agro_industry_and_commerce,1,1180.0,1180.0,0,,28,2017,-0.23931566428755743,-0.9709418174260521,0,1.0,1.0,1.0,1.0,2.0,,1390.0,59.99,589.99,21.99,43.98,,1390.0,59.99,589.99,21.99,21.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,874.99,52
2017-08-28,agro_industry_and_commerce,4,88.0,22.0,0,,35,2017,-0.8854560256532096,-0.4647231720437691,0,1.0,1.0,1.0,1.0,2.0,,1180.0,1390.0,869.97,59.99,43.98,,1180.0,1390.0,869.97,59.99,21.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.75,679.4975,52
2017-09-04,agro_industry_and_commerce,1,398.0,398.0,0,,36,2017,-0.9350162426854147,-0.3546048870425359,0,4.0,1.0,1.0,1.0,2.0,,88.0,1180.0,59.99,22.0,114.89,,22.0,1180.0,59.99,22.0,57.445,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.75,764.0,52
2017-09-11,agro_industry_and_commerce,1,799.99,799.99,0,,37,2017,-0.970941817426052,-0.23931566428755774,0,1.0,4.0,1.0,1.0,3.0,,398.0,88.0,1390.0,59.99,65.97,,398.0,22.0,1390.0,59.99,21.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.75,616.4975,52
2017-09-18,agro_industry_and_commerce,2,796.0,398.0,0,,38,2017,-0.992708874098054,-0.12053668025532357,0,1.0,1.0,1.0,1.0,1.0,,799.99,398.0,1180.0,589.99,21.99,,799.99,398.0,1180.0,589.99,21.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,520.4975,52
2017-10-02,agro_industry_and_commerce,1,35.0,35.0,0,,40,2017,-0.992708874098054,0.1205366802553232,0,2.0,1.0,4.0,1.0,1.0,,796.0,799.99,88.0,869.97,59.99,,398.0,799.99,22.0,869.97,59.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.25,507.2475,52
2017-10-09,agro_industry_and_commerce,1,22.0,22.0,0,,41,2017,-0.9709418174260521,0.23931566428755738,0,1.0,2.0,1.0,1.0,1.0,,35.0,796.0,398.0,59.99,22.0,,35.0,398.0,398.0,59.99,22.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.25,413.2475,52
2017-10-16,agro_industry_and_commerce,1,849.98,849.98,0,,42,2017,-0.9350162426854148,0.35460488704253557,0,1.0,1.0,1.0,1.0,1.0,,22.0,35.0,799.99,1390.0,59.99,,22.0,35.0,799.99,1390.0,59.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.25,425.745,52
2017-10-23,agro_industry_and_commerce,2,2443.3,1221.65,0,,43,2017,-0.8854560256532101,0.464723172043768,0,1.0,1.0,2.0,1.0,1.0,,849.98,22.0,796.0,1180.0,589.99,,849.98,22.0,398.0,1180.0,589.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.25,837.57,52
2017-11-06,agro_industry_and_commerce,2,1334.99,667.495,0,,45,2017,-0.7485107481711011,0.6631226582407952,0,2.0,1.0,1.0,4.0,1.0,,2443.3,849.98,35.0,88.0,869.97,,1221.65,849.98,35.0,22.0,869.97,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.5,1162.5675,52
2017-11-13,agro_industry_and_commerce,4,1610.0,402.5,0,,46,2017,-0.6631226582407955,0.7485107481711007,0,2.0,2.0,1.0,1.0,1.0,,1334.99,2443.3,22.0,398.0,59.99,,667.495,1221.65,22.0,398.0,59.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.25,1559.5675,52
2017-11-20,agro_industry_and_commerce,11,10549.6,959.0545454545455,0,,47,2017,-0.5680647467311559,0.8229838658936564,0,4.0,2.0,1.0,1.0,1.0,,1610.0,1334.99,849.98,799.99,1390.0,,402.5,667.495,849.98,799.99,1390.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.75,3984.4725000000003,52
2017-11-27,agro_industry_and_commerce,3,862.9,287.6333333333333,0,,48,2017,-0.4647231720437684,0.88545602565321,0,11.0,4.0,2.0,2.0,1.0,,10549.6,1610.0,2443.3,796.0,1180.0,,959.0545454545455,402.5,1221.65,398.0,1180.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,3589.3725,52
2017-12-04,agro_industry_and_commerce,4,1193.9,298.475,0,,49,2017,-0.35460488704253595,0.9350162426854147,0,3.0,11.0,2.0,1.0,4.0,,862.9,10549.6,1334.99,35.0,88.0,,287.6333333333333,959.0545454545455,667.495,35.0,22.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.5,3554.1000000000004,52
2017-12-18,agro_industry_and_commerce,3,3019.0,1006.3333333333334,0,,51,2017,-0.12053668025532363,0.992708874098054,0,4.0,3.0,4.0,1.0,1.0,,1193.9,862.9,1610.0,22.0,398.0,,298.475,287.6333333333333,402.5,22.0,398.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.25,3906.3500000000004,52
2017-12-25,agro_industry_and_commerce,3,653.8,217.9333333333333,0,,52,2017,6.432490598706546e-16,1.0,1,3.0,4.0,11.0,1.0,1.0,,3019.0,1193.9,10549.6,849.98,799.99,,1006.3333333333334,298.475,959.0545454545455,849.98,799.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.25,1432.4,52
2018-01-01,agro_industry_and_commerce,4,2378.0,594.5,0,,1,2018,0.12053668025532305,0.992708874098054,1,3.0,3.0,3.0,2.0,2.0,,653.8,3019.0,862.9,2443.3,796.0,,217.9333333333333,1006.3333333333334,287.6333333333333,1221.65,398.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.5,1811.1750000000002,52
2018-01-08,agro_industry_and_commerce,4,1657.44,414.36,0,,2,2018,0.23931566428755774,0.970941817426052,0,4.0,3.0,4.0,2.0,1.0,,2378.0,653.8,1193.9,1334.99,35.0,,594.5,217.9333333333333,298.475,667.495,35.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.5,1927.06,52
2018-01-15,agro_industry_and_commerce,6,916.0,152.66666666666666,0,,3,2018,0.3546048870425356,0.9350162426854148,0,4.0,4.0,3.0,4.0,1.0,,1657.44,2378.0,3019.0,1610.0,22.0,,414.36,594.5,1006.3333333333334,402.5,22.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.25,1401.31,52
2018-01-22,agro_industry_and_commerce,2,78.0,39.0,0,,4,2018,0.4647231720437685,0.8854560256532099,0,6.0,4.0,3.0,11.0,1.0,,916.0,1657.44,653.8,10549.6,849.98,,152.66666666666666,414.36,217.9333333333333,959.0545454545455,849.98,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,1257.3600000000001,52
2018-01-29,agro_industry_and_commerce,6,1702.5,283.75,0,,5,2018,0.5680647467311558,0.8229838658936564,0,2.0,6.0,4.0,3.0,2.0,,78.0,916.0,2378.0,862.9,2443.3,,39.0,152.66666666666666,594.5,287.6333333333333,1221.65,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.5,1088.4850000000001,52
2018-02-05,agro_industry_and_commerce,9,1958.8,217.64444444444445,0,,6,2018,0.6631226582407952,0.7485107481711011,0,6.0,2.0,4.0,4.0,2.0,,1702.5,78.0,1657.44,1193.9,1334.99,,283.75,39.0,414.36,298.475,667.495,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.75,1163.825,52
2018-02-12,agro_industry_and_commerce,3,1373.0,457.6666666666667,0,,7,2018,0.7485107481711011,0.6631226582407953,0,9.0,6.0,6.0,3.0,4.0,,1958.8,1702.5,916.0,3019.0,1610.0,,217.64444444444445,283.75,152.66666666666666,1006.3333333333334,402.5,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,1278.075,52
2018-02-19,agro_industry_and_commerce,4,1347.5,336.875,0,,8,2018,0.8229838658936564,0.5680647467311559,0,3.0,9.0,2.0,3.0,11.0,,1373.0,1958.8,78.0,653.8,10549.6,,457.6666666666667,217.64444444444445,39.0,217.9333333333333,959.0545454545455,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.5,1595.45,52
2018-02-26,agro_industry_and_commerce,9,1901.5,211.27777777777777,0,,9,2018,0.8854560256532099,0.4647231720437686,0,4.0,3.0,6.0,4.0,3.0,,1347.5,1373.0,1702.5,2378.0,862.9,,336.875,457.6666666666667,283.75,594.5,287.6333333333333,,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.25,1645.2,52
2018-03-05,agro_industry_and_commerce,5,1293.0,258.6,0,,10,2018,0.9350162426854148,0.35460488704253557,0,9.0,4.0,9.0,4.0,4.0,,1901.5,1347.5,1958.8,1657.44,1193.9,,211.27777777777777,336.875,217.64444444444445,414.36,298.475,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.25,1478.75,52
2018-03-12,agro_industry_and_commerce,8,1772.0,221.5,0,,11,2018,0.970941817426052,0.23931566428755804,0,5.0,9.0,3.0,6.0,3.0,,1293.0,1901.5,1373.0,916.0,3019.0,,258.6,211.27777777777777,457.6666666666667,152.66666666666666,1006.3333333333334,,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.5,1578.5,52
2018-03-19,agro_industry_and_commerce,8,1469.5,183.6875,0,,12,2018,0.992708874098054,0.120536680255323,0,8.0,5.0,4.0,2.0,3.0,,1772.0,1293.0,1347.5,78.0,653.8,,221.5,258.6,336.875,39.0,217.9333333333333,,0.0,0.0,0.0,0.0,0.0,,,,,,,,7.5,1609.0,52
2018-03-26,agro_industry_and_commerce,5,1430.0,286.0,0,,13,2018,1.0,-1.6081226496766366e-16,0,8.0,8.0,9.0,6.0,4.0,,1469.5,1772.0,1901.5,1702.5,2378.0,,183.6875,221.5,211.27777777777777,283.75,594.5,,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.5,1491.125,52
2018-04-02,agro_industry_and_commerce,3,935.5,311.8333333333333,0,,14,2018,0.992708874098054,-0.12053668025532288,0,5.0,8.0,5.0,9.0,4.0,,1430.0,1469.5,1293.0,1958.8,1657.44,,286.0,183.6875,258.6,217.64444444444445,414.36,,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.0,1401.75,52
2018-04-09,agro_industry_and_commerce,2,637.0,318.5,0,,15,2018,0.9709418174260521,-0.2393156642875575,0,3.0,5.0,8.0,3.0,6.0,,935.5,1430.0,1772.0,1373.0,916.0,,311.8333333333333,286.0,221.5,457.6666666666667,152.66666666666666,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.5,1118.0,52
2018-04-16,agro_industry_and_commerce,3,2116.3,705.4333333333334,0,,16,2018,0.9350162426854148,-0.35460488704253545,0,2.0,3.0,8.0,4.0,2.0,,637.0,935.5,1469.5,1347.5,78.0,,318.5,311.8333333333333,183.6875,336.875,39.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.25,1279.7,52
2018-04-23,agro_industry_and_commerce,4,811.9,202.975,0,,17,2018,0.8854560256532099,-0.4647231720437685,0,3.0,2.0,5.0,9.0,6.0,,2116.3,637.0,1430.0,1901.5,1702.5,,705.4333333333334,318.5,286.0,211.27777777777777,283.75,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,1125.175,52
2018-04-30,agro_industry_and_commerce,1,45.0,45.0,0,,18,2018,0.8229838658936565,-0.5680647467311557,0,4.0,3.0,3.0,5.0,9.0,,811.9,2116.3,935.5,1293.0,1958.8,,202.975,705.4333333333334,311.8333333333333,258.6,217.64444444444445,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.5,902.5500000000001,52
2018-05-07,agro_industry_and_commerce,5,2340.75,468.15,0,,19,2018,0.7485107481711013,-0.663122658240795,0,1.0,4.0,2.0,8.0,3.0,,45.0,811.9,637.0,1772.0,1373.0,,45.0,202.975,318.5,221.5,457.6666666666667,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.25,1328.4875000000002,52
2018-05-14,agro_industry_and_commerce,1,429.0,429.0,0,,20,2018,0.6631226582407952,-0.7485107481711012,0,5.0,1.0,3.0,8.0,4.0,,2340.75,45.0,2116.3,1469.5,1347.5,,468.15,45.0,705.4333333333334,183.6875,336.875,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.75,906.6625000000001,52
2018-05-28,agro_industry_and_commerce,1,465.0,465.0,0,,22,2018,0.46472317204376906,-0.8854560256532096,0,1.0,5.0,4.0,5.0,9.0,,429.0,2340.75,811.9,1430.0,1901.5,,429.0,468.15,202.975,286.0,211.27777777777777,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,819.9375000000001,52
2018-06-04,agro_industry_and_commerce,2,1713.0,856.5,0,,23,2018,0.35460488704253584,-0.9350162426854147,0,1.0,1.0,1.0,3.0,5.0,,465.0,429.0,45.0,935.5,1293.0,,465.0,429.0,45.0,311.8333333333333,258.6,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.25,1236.9375,52
2018-06-11,agro_industry_and_commerce,2,295.0,147.5,0,,24,2018,0.23931566428755768,-0.970941817426052,0,2.0,1.0,5.0,2.0,8.0,,1713.0,465.0,2340.75,637.0,1772.0,,856.5,465.0,468.15,318.5,221.5,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.5,725.5000000000001,52
2018-06-18,agro_industry_and_commerce,3,634.0,211.33333333333334,0,,25,2018,0.12053668025532308,-0.992708874098054,0,2.0,2.0,1.0,3.0,8.0,,295.0,1713.0,429.0,2116.3,1469.5,,147.5,856.5,429.0,705.4333333333334,183.6875,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,776.7500000000001,52
2018-06-25,agro_industry_and_commerce,4,1342.8,335.7,0,,26,2018,-3.216245299353273e-16,-1.0,0,3.0,2.0,1.0,4.0,5.0,2.0,634.0,295.0,465.0,811.9,1430.0,43.98,211.33333333333334,147.5,465.0,202.975,286.0,21.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.75,996.2,52
2018-07-02,agro_industry_and_commerce,2,613.9,306.95,0,,27,2018,-0.12053668025532283,-0.992708874098054,0,4.0,3.0,2.0,1.0,3.0,2.0,1342.8,634.0,1713.0,45.0,935.5,43.98,335.7,211.33333333333334,856.5,45.0,311.8333333333333,21.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.75,721.4250000000001,52
2018-07-09,agro_industry_and_commerce,1,559.99,559.99,0,,28,2018,-0.23931566428755743,-0.9709418174260521,0,2.0,4.0,2.0,5.0,2.0,2.0,613.9,1342.8,295.0,2340.75,637.0,114.89,306.95,335.7,147.5,468.15,318.5,57.445,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.5,787.6725000000001,52
2018-07-16,agro_industry_and_commerce,14,3294.54,235.3242857142857,0,,29,2018,-0.3546048870425356,-0.9350162426854148,0,1.0,2.0,3.0,1.0,3.0,3.0,559.99,613.9,634.0,429.0,2116.3,65.97,559.99,306.95,211.33333333333334,429.0,705.4333333333334,21.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.25,1452.8075000000001,52
2018-07-23,agro_industry_and_commerce,10,2737.54,273.754,0,,30,2018,-0.46472317204376806,-0.8854560256532101,0,14.0,1.0,4.0,1.0,4.0,1.0,3294.54,559.99,1342.8,465.0,811.9,21.99,235.3242857142857,559.99,335.7,465.0,202.975,21.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.75,1801.4925,52
2018-07-30,agro_industry_and_commerce,9,3209.12,356.56888888888886,0,,31,2018,-0.5680647467311556,-0.8229838658936566,0,10.0,14.0,2.0,2.0,1.0,1.0,2737.54,3294.54,613.9,1713.0,45.0,59.99,273.754,235.3242857142857,306.95,856.5,45.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.5,2450.2975,52
2018-08-06,agro_industry_and_commerce,4,833.7,208.425,0,,32,2018,-0.663122658240795,-0.7485107481711013,0,9.0,10.0,1.0,2.0,5.0,1.0,3209.12,2737.54,559.99,295.0,2340.75,22.0,356.56888888888886,273.754,559.99,147.5,468.15,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.25,2518.7250000000004,52
2018-08-13,agro_industry_and_commerce,1,23.9,23.9,0,,33,2018,-0.7485107481711011,-0.6631226582407952,0,4.0,9.0,14.0,3.0,1.0,1.0,833.7,3209.12,3294.54,634.0,429.0,59.99,208.425,356.56888888888886,235.3242857142857,211.33333333333334,429.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,1701.065,52
2018-08-20,agro_industry_and_commerce,6,1036.0900000000001,172.6816666666667,0,,34,2018,-0.8229838658936564,-0.5680647467311559,0,1.0,4.0,10.0,4.0,1.0,1.0,23.9,833.7,2737.54,1342.8,465.0,589.99,23.9,208.425,273.754,335.7,465.0,589.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,1275.7025,52
2016-10-03,air_conditioning,10,1707.0900000000001,170.709,0,,40,2016,-0.992708874098054,0.1205366802553232,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1707.0900000000001,52
2017-01-23,air_conditioning,4,663.7,165.925,0,,4,2017,0.4647231720437685,0.8854560256532099,0,10.0,,,,,,1707.0900000000001,,,,,,170.709,,,,,,0.0,,,,,,,,,,,,7.0,1185.395,52
2017-02-06,air_conditioning,1,109.0,109.0,0,,6,2017,0.6631226582407952,0.7485107481711011,0,4.0,10.0,,,,,663.7,1707.0900000000001,,,,,165.925,170.709,,,,,0.0,0.0,,,,,,,,,,,5.0,826.5966666666667,52
2017-02-13,air_conditioning,9,2546.4,282.93333333333334,0,,7,2017,0.7485107481711011,0.6631226582407953,0,1.0,4.0,,,,,109.0,663.7,,,,,109.0,165.925,,,,,0.0,0.0,,,,,,,,,,,6.0,1256.5475000000001,52
2017-02-20,air_conditioning,2,439.9,219.95,0,,8,2017,0.8229838658936564,0.5680647467311559,0,9.0,1.0,10.0,,,,2546.4,109.0,1707.0900000000001,,,,282.93333333333334,109.0,170.709,,,,0.0,0.0,0.0,,,,,,,,,,4.0,939.7500000000001,52
2017-02-27,air_conditioning,2,889.98,444.99,0,,9,2017,0.8854560256532099,0.4647231720437686,0,2.0,9.0,4.0,,,,439.9,2546.4,663.7,,,,219.95,282.93333333333334,165.925,,,,0.0,0.0,0.0,,,,,,,,,,3.5,996.32,52
2017-03-06,air_conditioning,5,2324.73,464.946,0,,10,2017,0.9350162426854148,0.35460488704253557,0,2.0,2.0,1.0,,,,889.98,439.9,109.0,,,,444.99,219.95,109.0,,,,0.0,0.0,0.0,,,,,,,,,,4.5,1550.2525,52
2017-03-13,air_conditioning,5,589.6,117.92,0,,11,2017,0.970941817426052,0.23931566428755804,0,5.0,2.0,9.0,,,,2324.73,889.98,2546.4,,,,464.946,444.99,282.93333333333334,,,,0.0,0.0,0.0,,,,,,,,,,3.5,1061.0525,52
2017-03-20,air_conditioning,3,179.7,59.9,0,,12,2017,0.992708874098054,0.120536680255323,0,5.0,5.0,2.0,10.0,,,589.6,2324.73,439.9,1707.0900000000001,,,117.92,464.946,219.95,170.709,,,0.0,0.0,0.0,0.0,,,,,,,,,3.75,996.0025,52
2017-03-27,air_conditioning,4,239.6,59.9,0,,13,2017,1.0,-1.6081226496766366e-16,0,3.0,5.0,2.0,4.0,,,179.7,589.6,889.98,663.7,,,59.9,117.92,444.99,165.925,,,0.0,0.0,0.0,0.0,,,,,,,,,4.25,833.4075,52
2017-04-03,air_conditioning,4,318.6,79.65,0,,14,2017,0.992708874098054,-0.12053668025532288,0,4.0,3.0,5.0,1.0,,,239.6,179.7,2324.73,109.0,,,59.9,59.9,464.946,109.0,,,0.0,0.0,0.0,0.0,,,,,,,,,4.0,331.875,52
2017-04-10,air_conditioning,3,1426.73,475.57666666666665,0,,15,2017,0.9709418174260521,-0.2393156642875575,0,4.0,4.0,5.0,9.0,,,318.6,239.6,589.6,2546.4,,,79.65,59.9,117.92,282.93333333333334,,,0.0,0.0,0.0,0.0,,,,,,,,,3.5,541.1575,52
2017-04-17,air_conditioning,5,517.8,103.55999999999999,0,,16,2017,0.9350162426854148,-0.35460488704253545,0,3.0,4.0,3.0,2.0,10.0,,1426.73,318.6,179.7,439.9,1707.0900000000001,,475.57666666666665,79.65,59.9,219.95,170.709,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,625.6825,52
2017-04-24,air_conditioning,2,199.3,99.65,0,,17,2017,0.8854560256532099,-0.4647231720437685,0,5.0,3.0,4.0,2.0,4.0,,517.8,1426.73,239.6,889.98,663.7,,103.55999999999999,475.57666666666665,59.9,444.99,165.925,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.5,615.6075000000001,52
2017-05-01,air_conditioning,3,377.0,125.66666666666667,0,,18,2017,0.8229838658936565,-0.5680647467311557,1,2.0,5.0,4.0,5.0,1.0,,199.3,517.8,318.6,2324.73,109.0,,99.65,103.55999999999999,79.65,464.946,109.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.25,630.2075000000001,52
2017-05-08,air_conditioning,3,513.79,171.26333333333332,0,,19,2017,0.7485107481711013,-0.663122658240795,0,3.0,2.0,3.0,5.0,9.0,,377.0,199.3,1426.73,589.6,2546.4,,125.66666666666667,99.65,475.57666666666665,117.92,282.93333333333334,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.25,401.9725,52
2017-05-15,air_conditioning,1,25.99,25.99,0,,20,2017,0.6631226582407952,-0.7485107481711012,0,3.0,3.0,5.0,3.0,2.0,,513.79,377.0,517.8,179.7,439.9,,171.26333333333332,125.66666666666667,103.55999999999999,59.9,219.95,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.25,279.02000000000004,52
2017-05-29,air_conditioning,1,99.99,99.99,0,,22,2017,0.46472317204376906,-0.8854560256532096,0,1.0,3.0,2.0,4.0,2.0,,25.99,513.79,199.3,239.6,889.98,,25.99,171.26333333333332,99.65,59.9,444.99,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,254.19250000000005,52
2017-06-05,air_conditioning,5,730.6899999999999,146.13799999999998,0,,23,2017,0.35460488704253584,-0.9350162426854147,0,1.0,1.0,3.0,4.0,5.0,,99.99,25.99,377.0,318.6,2324.73,,99.99,25.99,125.66666666666667,79.65,464.946,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.5,342.615,52
2017-06-12,air_conditioning,1,25.99,25.99,0,,24,2017,0.23931566428755768,-0.970941817426052,0,5.0,1.0,3.0,3.0,5.0,,730.6899999999999,99.99,513.79,1426.73,589.6,,146.13799999999998,99.99,171.26333333333332,475.57666666666665,117.92,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,220.66500000000005,52
2017-06-19,air_conditioning,3,423.9,141.29999999999998,0,,25,2017,0.12053668025532308,-0.992708874098054,0,1.0,5.0,1.0,5.0,3.0,,25.99,730.6899999999999,25.99,517.8,179.7,,25.99,146.13799999999998,25.99,103.55999999999999,59.9,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.5,320.14250000000004,52
2017-06-26,air_conditioning,2,903.9000000000001,451.95000000000005,0,,26,2017,-3.216245299353273e-16,-1.0,0,3.0,1.0,1.0,2.0,4.0,,423.9,25.99,99.99,199.3,239.6,,141.29999999999998,25.99,99.99,99.65,59.9,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.75,521.1200000000001,52
2017-07-03,air_conditioning,1,10.9,10.9,0,,27,2017,-0.12053668025532283,-0.992708874098054,0,2.0,3.0,5.0,3.0,4.0,,903.9000000000001,423.9,730.6899999999999,377.0,318.6,,451.95000000000005,141.29999999999998,146.13799999999998,125.66666666666667,79.65,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.75,341.17250000000007,52
2017-07-10,air_conditioning,1,125.9,125.9,0,,28,2017,-0.23931566428755743,-0.9709418174260521,0,1.0,2.0,1.0,3.0,3.0,,10.9,903.9000000000001,25.99,513.79,1426.73,,10.9,451.95000000000005,25.99,171.26333333333332,475.57666666666665,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.75,366.1500000000001,52
