order_week,product_category_name_english,units,revenue,avg_price,rev_count,rev_score_avg,weekofyear,year,sin_woy,cos_woy,is_holiday_week,units_lag1,units_lag2,units_lag4,units_lag8,units_lag12,units_lag52,revenue_lag1,revenue_lag2,revenue_lag4,revenue_lag8,revenue_lag12,revenue_lag52,avg_price_lag1,avg_price_lag2,avg_price_lag4,avg_price_lag8,avg_price_lag12,avg_price_lag52,rev_count_lag1,rev_count_lag2,rev_count_lag4,rev_count_lag8,rev_count_lag12,rev_count_lag52,rev_score_avg_lag1,rev_score_avg_lag2,rev_score_avg_lag4,rev_score_avg_lag8,rev_score_avg_lag12,rev_score_avg_lag52,units_roll4,revenue_roll4,week_idx,split
25-06-2018,agro_industry_and_commerce,4,1342.8,335.7,0,,26,2018,-3.22E-16,-1,0,3,2,1,4,5,2,634,295,465,811.9,1430,43.98,211.3333333,147.5,465,202.975,286,21.99,0,0,0,0,0,0,,,,,,,2.75,996.2,52,train
02-07-2018,agro_industry_and_commerce,2,613.9,306.95,0,,27,2018,-0.12053668,-0.992708874,0,4,3,2,1,3,2,1342.8,634,1713,45,935.5,43.98,335.7,211.3333333,856.5,45,311.8333333,21.99,0,0,0,0,0,0,,,,,,,2.75,721.425,53,train
09-07-2018,agro_industry_and_commerce,1,559.99,559.99,0,,28,2018,-0.239315664,-0.970941817,0,2,4,2,5,2,2,613.9,1342.8,295,2340.75,637,114.89,306.95,335.7,147.5,468.15,318.5,57.445,0,0,0,0,0,0,,,,,,,2.5,787.6725,54,train
16-07-2018,agro_industry_and_commerce,14,3294.54,235.3242857,0,,29,2018,-0.354604887,-0.935016243,0,1,2,3,1,3,3,559.99,613.9,634,429,2116.3,65.97,559.99,306.95,211.3333333,429,705.4333333,21.99,0,0,0,0,0,0,,,,,,,5.25,1452.8075,55,train
23-07-2018,agro_industry_and_commerce,10,2737.54,273.754,0,,30,2018,-0.464723172,-0.885456026,0,14,1,4,1,4,1,3294.54,559.99,1342.8,465,811.9,21.99,235.3242857,559.99,335.7,465,202.975,21.99,0,0,0,0,0,0,,,,,,,6.75,1801.4925,56,train
30-07-2018,agro_industry_and_commerce,9,3209.12,356.5688889,0,,31,2018,-0.568064747,-0.822983866,0,10,14,2,2,1,1,2737.54,3294.54,613.9,1713,45,59.99,273.754,235.3242857,306.95,856.5,45,59.99,0,0,0,0,0,0,,,,,,,8.5,2450.2975,57,train
06-08-2018,agro_industry_and_commerce,4,833.7,208.425,0,,32,2018,-0.663122658,-0.748510748,0,9,10,1,2,5,1,3209.12,2737.54,559.99,295,2340.75,22,356.5688889,273.754,559.99,147.5,468.15,22,0,0,0,0,0,0,,,,,,,9.25,2518.725,58,train
13-08-2018,agro_industry_and_commerce,1,23.9,23.9,0,,33,2018,-0.748510748,-0.663122658,0,4,9,14,3,1,1,833.7,3209.12,3294.54,634,429,59.99,208.425,356.5688889,235.3242857,211.3333333,429,59.99,0,0,0,0,0,0,,,,,,,6,1701.065,59,valid
20-08-2018,agro_industry_and_commerce,6,1036.09,172.6816667,0,,34,2018,-0.822983866,-0.568064747,0,1,4,10,4,1,1,23.9,833.7,2737.54,1342.8,465,589.99,23.9,208.425,273.754,335.7,465,589.99,0,0,0,0,0,0,,,,,,,5,1275.7025,60,valid
12-03-2018,air_conditioning,7,831.7,118.8142857,0,,11,2018,0.970941817,0.239315664,0,3,4,4,7,4,10,443.9,657.2,637.7,938.69,561.85,1707.09,147.9666667,164.3,159.425,134.0985714,140.4625,170.709,0,0,0,0,0,0,,,,,,,4.5,736.6725,52,train
19-03-2018,air_conditioning,9,911.49,101.2766667,0,,12,2018,0.992708874,0.12053668,0,7,3,4,11,2,4,831.7,443.9,1013.89,1291.65,498.9,663.7,118.8142857,147.9666667,253.4725,117.4227273,249.45,165.925,0,0,0,0,0,0,,,,,,,5.75,711.0725,53,train
26-03-2018,air_conditioning,4,409.69,102.4225,0,,13,2018,1,-1.61E-16,0,9,7,4,5,2,1,911.49,831.7,657.2,500.8,448.9,109,101.2766667,118.8142857,164.3,100.16,224.45,109,0,0,0,0,0,0,,,,,,,5.75,649.195,54,train
02-04-2018,air_conditioning,7,1357.5,193.9285714,0,,14,2018,0.992708874,-0.12053668,0,4,9,3,1,5,9,409.69,911.49,443.9,189.9,1693.7,2546.4,102.4225,101.2766667,147.9666667,189.9,338.74,282.9333333,0,0,0,0,0,0,,,,,,,6.75,877.595,55,train
09-04-2018,air_conditioning,4,407.79,101.9475,0,,15,2018,0.970941817,-0.239315664,0,7,4,7,4,7,2,1357.5,409.69,831.7,637.7,938.69,439.9,193.9285714,102.4225,118.8142857,159.425,134.0985714,219.95,0,0,0,0,0,0,,,,,,,6,771.6175,56,train
16-04-2018,air_conditioning,3,515.9,171.9666667,0,,16,2018,0.935016243,-0.354604887,0,4,7,9,4,11,2,407.79,1357.5,911.49,1013.89,1291.65,889.98,101.9475,193.9285714,101.2766667,253.4725,117.4227273,444.99,0,0,0,0,0,0,,,,,,,4.5,672.72,57,train
23-04-2018,air_conditioning,8,841.6,105.2,0,,17,2018,0.885456026,-0.464723172,0,3,4,4,4,5,5,515.9,407.79,409.69,657.2,500.8,2324.73,171.9666667,101.9475,102.4225,164.3,100.16,464.946,0,0,0,0,0,0,,,,,,,5.5,780.6975,58,train
30-04-2018,air_conditioning,2,173.9,86.95,0,,18,2018,0.822983866,-0.568064747,0,8,3,7,3,1,5,841.6,515.9,1357.5,443.9,189.9,589.6,105.2,171.9666667,193.9285714,147.9666667,189.9,117.92,0,0,0,0,0,0,,,,,,,4.25,484.7975,59,train
07-05-2018,air_conditioning,5,798,159.6,0,,19,2018,0.748510748,-0.663122658,0,2,8,4,7,4,3,173.9,841.6,407.79,831.7,637.7,179.7,86.95,105.2,101.9475,118.8142857,159.425,59.9,0,0,0,0,0,0,,,,,,,4.5,582.35,60,train
14-05-2018,air_conditioning,7,919.4,131.3428571,0,,20,2018,0.663122658,-0.748510748,0,5,2,3,9,4,4,798,173.9,515.9,911.49,1013.89,239.6,159.6,86.95,171.9666667,101.2766667,253.4725,59.9,0,0,0,0,0,0,,,,,,,5.5,683.225,61,train
21-05-2018,air_conditioning,1,99,99,0,,21,2018,0.568064747,-0.822983866,0,7,5,8,4,4,4,919.4,798,841.6,409.69,657.2,318.6,131.3428571,159.6,105.2,102.4225,164.3,79.65,0,0,0,0,0,0,,,,,,,3.75,497.575,62,train
04-06-2018,air_conditioning,9,1564.8,173.8666667,0,,23,2018,0.354604887,-0.935016243,0,1,7,2,7,3,3,99,919.4,173.9,1357.5,443.9,1426.73,99,131.3428571,86.95,193.9285714,147.9666667,475.5766667,0,0,0,0,0,0,,,,,,,5.5,845.3,63,train
11-06-2018,air_conditioning,4,1925.9,481.475,0,,24,2018,0.239315664,-0.970941817,0,9,1,5,4,7,5,1564.8,99,798,407.79,831.7,517.8,173.8666667,99,159.6,101.9475,118.8142857,103.56,0,0,0,0,0,0,,,,,,,5.25,1127.275,64,train
18-06-2018,air_conditioning,1,46.2,46.2,0,,25,2018,0.12053668,-0.992708874,0,4,9,7,3,9,2,1925.9,1564.8,919.4,515.9,911.49,199.3,481.475,173.8666667,131.3428571,171.9666667,101.2766667,99.65,0,0,0,0,0,0,,,,,,,3.75,908.975,65,train
25-06-2018,air_conditioning,2,130,65,0,,26,2018,-3.22E-16,-1,0,1,4,1,8,4,3,46.2,1925.9,99,841.6,409.69,377,46.2,481.475,99,105.2,102.4225,125.6666667,0,0,0,0,0,0,,,,,,,4,916.725,66,train
02-07-2018,air_conditioning,2,354.78,177.39,0,,27,2018,-0.12053668,-0.992708874,0,2,1,9,2,7,3,130,46.2,1564.8,173.9,1357.5,513.79,65,46.2,173.8666667,86.95,193.9285714,171.2633333,0,0,0,0,0,0,,,,,,,2.25,614.22,67,train
09-07-2018,air_conditioning,2,315,157.5,0,,28,2018,-0.239315664,-0.970941817,0,2,2,4,5,4,1,354.78,130,1925.9,798,407.79,25.99,177.39,65,481.475,159.6,101.9475,25.99,0,0,0,0,0,0,,,,,,,1.75,211.495,68,train
16-07-2018,air_conditioning,3,562.1,187.3666667,0,,29,2018,-0.354604887,-0.935016243,0,2,2,1,7,3,1,315,354.78,46.2,919.4,515.9,99.99,157.5,177.39,46.2,131.3428571,171.9666667,99.99,0,0,0,0,0,0,,,,,,,2.25,340.47,69,train
23-07-2018,air_conditioning,7,1047.99,149.7128571,0,,30,2018,-0.464723172,-0.885456026,0,3,2,2,1,8,5,562.1,315,130,99,841.6,730.69,187.3666667,157.5,65,99,105.2,146.138,0,0,0,0,0,0,,,,,,,3.5,569.9675,70,valid
30-07-2018,air_conditioning,11,1578.39,143.49,0,,31,2018,-0.568064747,-0.822983866,0,7,3,2,9,2,1,1047.99,562.1,354.78,1564.8,173.9,25.99,149.7128571,187.3666667,177.39,173.8666667,86.95,25.99,0,0,0,0,0,0,,,,,,,5.75,875.87,71,valid
06-08-2018,air_conditioning,3,808.9,269.6333333,0,,32,2018,-0.663122658,-0.748510748,0,11,7,2,4,5,3,1578.39,1047.99,315,1925.9,798,423.9,143.49,149.7128571,157.5,481.475,159.6,141.3,0,0,0,0,0,0,,,,,,,6,999.345,72,valid
13-08-2018,air_conditioning,4,939.9,234.975,0,,33,2018,-0.748510748,-0.663122658,0,3,11,3,1,7,2,808.9,1578.39,562.1,46.2,919.4,903.9,269.6333333,143.49,187.3666667,46.2,131.3428571,451.95,0,0,0,0,0,0,,,,,,,6.25,1093.795,73,valid
20-08-2018,air_conditioning,5,508.7,101.74,0,,34,2018,-0.822983866,-0.568064747,0,4,3,7,2,1,1,939.9,808.9,1047.99,130,99,10.9,234.975,269.6333333,149.7128571,65,99,10.9,0,0,0,0,0,0,,,,,,,5.75,958.9725,74,valid
09-07-2018,art,8,799.92,99.99,0,,28,2018,-0.239315664,-0.970941817,0,5,8,10,12,6,1,438.96,682.93,864.72,977.88,427.37,9,87.792,85.36625,86.472,81.49,71.22833333,9,0,0,0,0,0,0,,,,,,,6.75,605.195,52,train
16-07-2018,art,3,299.97,99.99,0,,29,2018,-0.354604887,-0.935016243,0,8,5,6,3,9,1,799.92,438.96,498.97,184.07,848.82,28,99.99,87.792,83.16166667,61.35666667,94.31333333,28,0,0,0,0,0,0,,,,,,,6,555.445,53,train
23-07-2018,art,3,189.28,63.09333333,0,,30,2018,-0.464723172,-0.885456026,0,3,8,8,5,9,3,299.97,799.92,682.93,498.6,696.64,186.25,99.99,99.99,85.36625,99.72,77.40444444,62.08333333,0,0,0,0,0,0,,,,,,,4.75,432.0325,54,train
30-07-2018,art,9,698.92,77.65777778,0,,31,2018,-0.568064747,-0.822983866,0,3,3,5,2,12,1,189.28,299.97,438.96,199.8,778.26,119.9,63.09333333,99.99,87.792,99.9,64.855,119.9,0,0,0,0,0,0,,,,,,,5.75,497.0225,55,train
06-08-2018,art,6,489.97,81.66166667,0,,32,2018,-0.663122658,-0.748510748,0,9,3,8,10,12,1,698.92,189.28,799.92,864.72,977.88,69.9,77.65777778,63.09333333,99.99,86.472,81.49,69.9,0,0,0,0,0,0,,,,,,,5.25,419.535,56,train
13-08-2018,art,2,167.49,83.745,0,,33,2018,-0.748510748,-0.663122658,0,6,9,3,6,3,1,489.97,698.92,299.97,498.97,184.07,36.9,81.66166667,77.65777778,99.99,83.16166667,61.35666667,36.9,0,0,0,0,0,0,,,,,,,5,386.415,57,train
20-08-2018,art,1,97.5,97.5,0,,34,2018,-0.822983866,-0.568064747,0,2,6,3,8,5,2,167.49,489.97,189.28,682.93,498.6,189.8,83.745,81.66166667,63.09333333,85.36625,99.72,94.9,0,0,0,0,0,0,,,,,,,4.5,363.47,58,valid
27-08-2018,art,1,97.5,97.5,0,,35,2018,-0.885456026,-0.464723172,0,1,2,9,5,2,2,97.5,167.49,698.92,438.96,199.8,6618.9,97.5,83.745,77.65777778,87.792,99.9,3309.45,0,0,0,0,0,0,,,,,,,2.5,213.115,59,valid
20-08-2018,arts_and_craftmanship,4,589.29,147.3225,0,,34,2018,-0.822983866,-0.568064747,0,3,3,3,1,,,269.47,92.9,268.78,21.99,,,89.82333333,30.96666667,89.59333333,21.99,,,0,0,0,0,,,,,,,,,4.25,321.8875,8,train
29-01-2018,audio,8,1141.09,142.63625,0,,5,2018,0.568064747,0.822983866,0,8,6,2,1,7,1,1404.68,675.6,830.9,49.9,734.76,132,175.585,112.6,415.45,49.9,104.9657143,132,0,0,0,0,0,0,,,,,,,7,954.2925,52,train
05-02-2018,audio,2,39.8,19.9,0,,6,2018,0.663122658,0.748510748,0,8,8,6,8,6,1,1141.09,1404.68,595.8,541.38,977.4,24.99,142.63625,175.585,99.3,67.6725,162.9,24.99,0,0,0,0,0,0,,,,,,,6,815.2925,53,train
12-02-2018,audio,1,590,590,0,,7,2018,0.748510748,0.663122658,0,2,8,6,4,14,1,39.8,1141.09,675.6,743.89,1240.99,29.9,19.9,142.63625,112.6,185.9725,88.64214286,29.9,0,0,0,0,0,0,,,,,,,4.75,793.8925,54,train
19-02-2018,audio,4,823,205.75,0,,8,2018,0.822983866,0.568064747,0,1,2,8,4,7,2,590,39.8,1404.68,1351.76,627.29,69.9,590,19.9,175.585,337.94,89.61285714,34.95,0,0,0,0,0,0,,,,,,,3.75,648.4725,55,train
26-02-2018,audio,7,1072.9,153.2714286,0,,9,2018,0.885456026,0.464723172,0,4,1,8,2,1,1,823,590,1141.09,830.9,49.9,19,205.75,590,142.63625,415.45,49.9,19,0,0,0,0,0,0,,,,,,,3.5,631.425,56,train
05-03-2018,audio,5,1057.95,211.59,0,,10,2018,0.935016243,0.354604887,0,7,4,2,6,8,1,1072.9,823,39.8,595.8,541.38,45,153.2714286,205.75,19.9,99.3,67.6725,45,0,0,0,0,0,0,,,,,,,4.25,885.9625,57,train
12-03-2018,audio,7,2254.8,322.1142857,0,,11,2018,0.970941817,0.239315664,0,5,7,1,6,4,8,1057.95,1072.9,590,675.6,743.89,675.9,211.59,153.2714286,590,112.6,185.9725,84.4875,0,0,0,0,0,0,,,,,,,5.75,1302.1625,58,train
19-03-2018,audio,10,3430.18,343.018,0,,12,2018,0.992708874,0.12053668,0,7,5,4,8,4,2,2254.8,1057.95,823,1404.68,1351.76,224.99,322.1142857,211.59,205.75,175.585,337.94,112.495,0,0,0,0,0,0,,,,,,,7.25,1953.9575,59,train
26-03-2018,audio,10,3506.76,350.676,0,,13,2018,1,-1.61E-16,0,10,7,7,8,2,1,3430.18,2254.8,1072.9,1141.09,830.9,34.99,343.018,322.1142857,153.2714286,142.63625,415.45,34.99,0,0,0,0,0,0,,,,,,,8,2562.4225,60,train
02-04-2018,audio,6,1117.53,186.255,0,,14,2018,0.992708874,-0.12053668,0,10,10,5,2,6,3,3506.76,3430.18,1057.95,39.8,595.8,198.89,350.676,343.018,211.59,19.9,99.3,66.29666667,0,0,0,0,0,0,,,,,,,8.25,2577.3175,61,train
09-04-2018,audio,10,3240.28,324.028,0,,15,2018,0.970941817,-0.239315664,0,6,10,7,1,6,2,1117.53,3506.76,2254.8,590,675.6,154,186.255,350.676,322.1142857,590,112.6,77,0,0,0,0,0,0,,,,,,,9,2823.6875,62,train
16-04-2018,audio,7,1264.48,180.64,0,,16,2018,0.935016243,-0.354604887,0,10,6,10,4,8,2,3240.28,1117.53,3430.18,823,1404.68,179.8,324.028,186.255,343.018,205.75,175.585,89.9,0,0,0,0,0,0,,,,,,,8.25,2282.2625,63,train
23-04-2018,audio,7,1254.78,179.2542857,0,,17,2018,0.885456026,-0.464723172,0,7,10,10,7,8,2,1264.48,3240.28,3506.76,1072.9,1141.09,129.8,180.64,324.028,350.676,153.2714286,142.63625,64.9,0,0,0,0,0,0,,,,,,,7.5,1719.2675,64,train
30-04-2018,audio,3,659.9,219.9666667,0,,18,2018,0.822983866,-0.568064747,0,7,7,6,5,2,5,1254.78,1264.48,1117.53,1057.95,39.8,478.6,179.2542857,180.64,186.255,211.59,19.9,95.72,0,0,0,0,0,0,,,,,,,6.75,1604.86,65,train
07-05-2018,audio,5,853.1,170.62,0,,19,2018,0.748510748,-0.663122658,0,3,7,10,7,1,3,659.9,1254.78,3240.28,2254.8,590,587.9,219.9666667,179.2542857,324.028,322.1142857,590,195.9666667,0,0,0,0,0,0,,,,,,,5.5,1008.065,66,train
14-05-2018,audio,9,344.6,38.28888889,0,,20,2018,0.663122658,-0.748510748,0,5,3,7,10,4,3,853.1,659.9,1264.48,3430.18,823,258.8,170.62,219.9666667,180.64,343.018,205.75,86.26666667,0,0,0,0,0,0,,,,,,,6,778.095,67,train
21-05-2018,audio,1,119.59,119.59,0,,21,2018,0.568064747,-0.822983866,0,9,5,7,10,7,6,344.6,853.1,1254.78,3506.76,1072.9,566.69,38.28888889,170.62,179.2542857,350.676,153.2714286,94.44833333,0,0,0,0,0,0,,,,,,,4.5,494.2975,68,train
28-05-2018,audio,5,1416.49,283.298,0,,22,2018,0.464723172,-0.885456026,0,1,9,3,6,5,3,119.59,344.6,659.9,1117.53,1057.95,438.8,119.59,38.28888889,219.9666667,186.255,211.59,146.2666667,0,0,0,0,0,0,,,,,,,5,683.445,69,train
04-06-2018,audio,1,14.9,14.9,0,,23,2018,0.354604887,-0.935016243,0,5,1,5,10,7,2,1416.49,119.59,853.1,3240.28,2254.8,228.99,283.298,119.59,170.62,324.028,322.1142857,114.495,0,0,0,0,0,0,,,,,,,4,473.895,70,train
11-06-2018,audio,3,181.8,60.6,0,,24,2018,0.239315664,-0.970941817,0,1,5,9,7,10,2,14.9,1416.49,344.6,1264.48,3430.18,344,14.9,283.298,38.28888889,180.64,343.018,172,0,0,0,0,0,0,,,,,,,2.5,433.195,71,train
18-06-2018,audio,8,764.49,95.56125,0,,25,2018,0.12053668,-0.992708874,0,3,1,1,7,10,5,181.8,14.9,119.59,1254.78,3506.76,805,60.6,14.9,119.59,179.2542857,350.676,161,0,0,0,0,0,0,,,,,,,4.25,594.42,72,train
25-06-2018,audio,6,173.5,28.91666667,0,,26,2018,-3.22E-16,-1,0,8,3,5,3,6,1,764.49,181.8,1416.49,659.9,1117.53,89,95.56125,60.6,283.298,219.9666667,186.255,89,0,0,0,0,0,0,,,,,,,4.5,283.6725,73,train
02-07-2018,audio,1,598.99,598.99,0,,27,2018,-0.12053668,-0.992708874,0,6,8,1,5,10,3,173.5,764.49,14.9,853.1,3240.28,433,28.91666667,95.56125,14.9,170.62,324.028,144.3333333,0,0,0,0,0,0,,,,,,,4.5,429.695,74,train
09-07-2018,audio,2,29.8,14.9,0,,28,2018,-0.239315664,-0.970941817,0,1,6,3,9,7,1,598.99,173.5,181.8,344.6,1264.48,159.9,598.99,28.91666667,60.6,38.28888889,180.64,159.9,0,0,0,0,0,0,,,,,,,4.25,391.695,75,train
16-07-2018,audio,14,814.05,58.14642857,0,,29,2018,-0.354604887,-0.935016243,0,2,1,8,1,7,4,29.8,598.99,764.49,119.59,1254.78,483.89,14.9,598.99,95.56125,119.59,179.2542857,120.9725,0,0,0,0,0,0,,,,,,,5.75,404.085,76,train
23-07-2018,audio,4,400.8,100.2,0,,30,2018,-0.464723172,-0.885456026,0,14,2,6,5,3,1,814.05,29.8,173.5,1416.49,659.9,98,58.14642857,14.9,28.91666667,283.298,219.9666667,98,0,0,0,0,0,0,,,,,,,5.25,460.91,77,valid
30-07-2018,audio,4,489.9,122.475,0,,31,2018,-0.568064747,-0.822983866,0,4,14,1,1,5,1,400.8,814.05,598.99,14.9,853.1,29.9,100.2,58.14642857,598.99,14.9,170.62,29.9,0,0,0,0,0,0,,,,,,,6,433.6375,78,valid
06-08-2018,audio,6,738.6,123.1,0,,32,2018,-0.663122658,-0.748510748,0,4,4,2,3,9,2,489.9,400.8,29.8,181.8,344.6,79.8,122.475,100.2,14.9,60.6,38.28888889,39.9,0,0,0,0,0,0,,,,,,,7,610.8375,79,valid
13-08-2018,audio,6,659.9,109.9833333,0,,33,2018,-0.748510748,-0.663122658,0,6,4,14,8,1,2,738.6,489.9,814.05,764.49,119.59,178,123.1,122.475,58.14642857,95.56125,119.59,89,0,0,0,0,0,0,,,,,,,5,572.3,80,valid
20-08-2018,audio,10,385.1,38.51,0,,34,2018,-0.822983866,-0.568064747,0,6,6,4,6,5,2,659.9,738.6,400.8,173.5,1416.49,703.9,109.9833333,123.1,100.2,28.91666667,283.298,351.95,0,0,0,0,0,0,,,,,,,6.5,568.375,81,valid
27-08-2018,audio,1,14.9,14.9,0,,35,2018,-0.885456026,-0.464723172,0,10,6,4,1,1,1,385.1,659.9,489.9,598.99,14.9,89,38.51,109.9833333,122.475,598.99,14.9,89,0,0,0,0,0,0,,,,,,,5.75,449.625,82,valid
25-12-2017,auto,20,2516.34,125.817,0,,52,2017,6.43E-16,1,0,46,86,81,22,33,8,8772.33,11544.19,12255.44,4360.07,5797.09,1246.26,190.7028261,134.2347674,151.3017284,198.185,175.6693939,155.7825,0,0,0,0,0,0,,,,,,,60,8779.0475,52,train
01-01-2018,auto,54,7488.97,138.6846296,0,,1,2018,0.12053668,0.992708874,0,20,46,88,46,41,1,2516.34,8772.33,12283.33,4494.69,5412.45,161.99,125.817,190.7028261,139.5832955,97.71065217,132.0109756,161.99,0,0,0,0,0,0,,,,,,,51.5,7580.4575,53,train
08-01-2018,auto,49,7332.3,149.6387755,0,,2,2018,0.239315664,0.970941817,0,54,20,86,43,38,2,7488.97,2516.34,11544.19,4925.57,5999.51,21.8,138.6846296,125.817,134.2347674,114.5481395,157.8818421,10.9,0,0,0,0,0,0,,,,,,,42.25,6527.485,54,train
15-01-2018,auto,81,10677.28,131.8182716,0,,3,2018,0.354604887,0.935016243,0,49,54,46,103,28,11,7332.3,7488.97,8772.33,13557.26,2901.85,1827.99,149.6387755,138.6846296,190.7028261,131.6238835,103.6375,166.1809091,0,0,0,0,0,0,,,,,,,51,7003.7225,55,train
22-01-2018,auto,53,6312.45,119.1028302,0,,4,2018,0.464723172,0.885456026,0,81,49,20,81,22,12,10677.28,7332.3,2516.34,12255.44,4360.07,2274.06,131.8182716,149.6387755,125.817,151.3017284,198.185,189.505,0,0,0,0,0,0,,,,,,,59.25,7952.75,56,train
29-01-2018,auto,73,9462.14,129.6183562,0,,5,2018,0.568064747,0.822983866,0,53,81,54,88,46,16,6312.45,10677.28,7488.97,12283.33,4494.69,2139.1,119.1028302,131.8182716,138.6846296,139.5832955,97.71065217,133.69375,0,0,0,0,0,0,,,,,,,64,8446.0425,57,train
05-02-2018,auto,52,10436.67,200.7051923,0,,6,2018,0.663122658,0.748510748,0,73,53,49,86,43,33,9462.14,6312.45,7332.3,11544.19,4925.57,4980.29,129.6183562,119.1028302,149.6387755,134.2347674,114.5481395,150.9178788,0,0,0,0,0,0,,,,,,,64.75,9222.135,58,train
12-02-2018,auto,96,9907.19,103.1998958,0,,7,2018,0.748510748,0.663122658,0,52,73,81,46,103,21,10436.67,9462.14,10677.28,8772.33,13557.26,3183.21,200.7051923,129.6183562,131.8182716,190.7028261,131.6238835,151.5814286,0,0,0,0,0,0,,,,,,,68.5,9029.6125,59,train
19-02-2018,auto,88,11360.6,129.0977273,0,,8,2018,0.822983866,0.568064747,0,96,52,53,20,81,18,9907.19,10436.67,6312.45,2516.34,12255.44,2612.37,103.1998958,200.7051923,119.1028302,125.817,151.3017284,145.1316667,0,0,0,0,0,0,,,,,,,77.25,10291.65,60,train
26-02-2018,auto,76,8655.85,113.8927632,0,,9,2018,0.885456026,0.464723172,0,88,96,73,54,88,10,11360.6,9907.19,9462.14,7488.97,12283.33,1200.76,129.0977273,103.1998958,129.6183562,138.6846296,139.5832955,120.076,0,0,0,0,0,0,,,,,,,78,10090.0775,61,train
05-03-2018,auto,65,9461.36,145.5593846,0,,10,2018,0.935016243,0.354604887,0,76,88,52,49,86,20,8655.85,11360.6,10436.67,7332.3,11544.19,3567.94,113.8927632,129.0977273,200.7051923,149.6387755,134.2347674,178.397,0,0,0,0,0,0,,,,,,,81.25,9846.25,62,train
12-03-2018,auto,83,12846.1,154.7722892,0,,11,2018,0.970941817,0.239315664,0,65,76,96,81,46,13,9461.36,8655.85,9907.19,10677.28,8772.33,2346.6,145.5593846,113.8927632,103.1998958,131.8182716,190.7028261,180.5076923,0,0,0,0,0,0,,,,,,,78,10580.9775,63,train
19-03-2018,auto,94,10137.22,107.842766,0,,12,2018,0.992708874,0.12053668,0,83,65,88,53,20,19,12846.1,9461.36,11360.6,6312.45,2516.34,3460.14,154.7722892,145.5593846,129.0977273,119.1028302,125.817,182.1126316,0,0,0,0,0,0,,,,,,,79.5,10275.1325,64,train
26-03-2018,auto,76,10331.19,135.9367105,0,,13,2018,1,-1.61E-16,0,94,83,76,73,54,25,10137.22,12846.1,8655.85,9462.14,7488.97,5260.47,107.842766,154.7722892,113.8927632,129.6183562,138.6846296,210.4188,0,0,0,0,0,0,,,,,,,79.5,10693.9675,65,train
02-04-2018,auto,88,12569.4,142.8340909,0,,14,2018,0.992708874,-0.12053668,0,76,94,65,52,49,18,10331.19,10137.22,9461.36,10436.67,7332.3,2942.58,135.9367105,107.842766,145.5593846,200.7051923,149.6387755,163.4766667,0,0,0,0,0,0,,,,,,,85.25,11470.9775,66,train
09-04-2018,auto,87,12893.92,148.205977,0,,15,2018,0.970941817,-0.239315664,0,88,76,83,96,81,25,12569.4,10331.19,12846.1,9907.19,10677.28,3875.85,142.8340909,135.9367105,154.7722892,103.1998958,131.8182716,155.034,0,0,0,0,0,0,,,,,,,86.25,11482.9325,67,train
16-04-2018,auto,84,11067.43,131.755119,0,,16,2018,0.935016243,-0.354604887,0,87,88,94,88,53,16,12893.92,12569.4,10137.22,11360.6,6312.45,2200.95,148.205977,142.8340909,107.842766,129.0977273,119.1028302,137.559375,0,0,0,0,0,0,,,,,,,83.75,11715.485,68,train
23-04-2018,auto,74,9709.13,131.2044595,0,,17,2018,0.885456026,-0.464723172,0,84,87,76,76,73,21,11067.43,12893.92,10331.19,8655.85,9462.14,4276.85,131.755119,148.205977,135.9367105,113.8927632,129.6183562,203.6595238,0,0,0,0,0,0,,,,,,,83.25,11559.97,69,train
30-04-2018,auto,79,10799.62,136.7040506,0,,18,2018,0.822983866,-0.568064747,0,74,84,88,65,52,23,9709.13,11067.43,12569.4,9461.36,10436.67,2611.25,131.2044595,131.755119,142.8340909,145.5593846,200.7051923,113.5326087,0,0,0,0,0,0,,,,,,,81,11117.525,70,train
07-05-2018,auto,91,11781.72,129.4694505,0,,19,2018,0.748510748,-0.663122658,0,79,74,87,83,96,21,10799.62,9709.13,12893.92,12846.1,9907.19,3338.14,136.7040506,131.2044595,148.205977,154.7722892,103.1998958,158.9590476,0,0,0,0,0,0,,,,,,,82,10839.475,71,train
14-05-2018,auto,96,12135.76,126.4141667,0,,20,2018,0.663122658,-0.748510748,0,91,79,84,94,88,28,11781.72,10799.62,11067.43,10137.22,11360.6,5057.1,129.4694505,136.7040506,131.755119,107.842766,129.0977273,180.6107143,0,0,0,0,0,0,,,,,,,85,11106.5575,72,train
21-05-2018,auto,37,4259.51,115.1218919,0,,21,2018,0.568064747,-0.822983866,0,96,91,74,76,76,27,12135.76,11781.72,9709.13,10331.19,8655.85,3708.1,126.4141667,129.4694505,131.2044595,135.9367105,113.8927632,137.337037,0,0,0,0,0,0,,,,,,,75.75,9744.1525,73,train
28-05-2018,auto,41,9364.03,228.3909756,0,,22,2018,0.464723172,-0.885456026,0,37,96,79,88,65,23,4259.51,12135.76,10799.62,12569.4,9461.36,3890.05,115.1218919,126.4141667,136.7040506,142.8340909,145.5593846,169.1326087,0,0,0,0,0,0,,,,,,,66.25,9385.255,74,train
